date,distributor,Catalog Number,Catalog Name,Version Number,Track Name,Quantity,Net,Customer,City,Region,Country,Type,Medium
2020-10-02,bandcamp,SS-045,No. 1,SS-045lp,,1,13.280000000000000000,,Chelsea,MA,US,album,physical
2020-10-02,sdphysical,SS-038,Agrim Agadez,SS-038lp,,1,1.680000000000000000,True Heads Know LLC,,,US,album,physical
2020-10-02,bandcamp,SS-064,Sahel Sounds Label Sampler 2,SS-064digi,,1,0.312500000000000000,,Pensacola,FL,US,album,digital
2020-10-02,bandcamp,SS-064,Sahel Sounds Label Sampler 2,SS-064digi,,1,0.353125000000000000,,,,ET,album,digital
2020-10-02,bandcamp,SS-045,No. 1,SS-045digi,,1,9.510000000000000000,,Panorama City,CA,US,album,digital
2020-10-02,bandcamp,SS-064,Sahel Sounds Label Sampler 2,SS-064digi,,1,0.594375000000000000,,Nutley,NJ,US,album,digital
2020-10-02,bandcamp,SS-038,Agrim Agadez,SS-038digi,,1,1.000000000000000000,,Toronto,ON,CA,album,digital
2020-10-02,bandcamp,SS-064,Sahel Sounds Label Sampler 2,SS-064digi,,1,0.156250000000000000,,High Falls,NY,US,album,digital
2020-10-02,bandcamp,SS-064,Sahel Sounds Label Sampler 2,SS-064digi,,1,0.250000000000000000,,Paris,Paris,FR,album,digital
2020-10-02,bandcamp,SS-045,No. 1,SS-045digi,,1,2.970000000000000000,,Worcester,MA,US,album,digital
2020-10-02,bandcamp,SS-038,Agrim Agadez,SS-038digi,,1,0.400000000000000000,,Eugene,OR,US,album,digital
2020-10-02,bandcamp,SS-064,Sahel Sounds Label Sampler 2,SS-064digi,,1,0.056250000000000000,,Raleigh,NC,US,album,digital
2020-10-02,bandcamp,SS-064,Sahel Sounds Label Sampler 2,SS-064digi,,1,0.187500000000000000,,,,AT,album,digital
2020-10-02,bandcamp,SS-045,No. 1,SS-045digi,,1,3.000000000000000000,,Encino,CA,US,album,digital
2020-10-02,bandcamp,SS-045,No. 1,SS-045digi,,1,1.000000000000000000,,Rhinebeck,NY,US,album,digital
2020-10-02,bandcamp,SS-045,No. 1,SS-045digi,,1,1.000000000000000000,,London,England,GB,album,digital
2020-10-02,bandcamp,SS-064,Sahel Sounds Label Sampler 2,SS-064digi,,1,0.080625000000000000,,Ghent,East Flanders Province,BE,album,digital
2020-10-02,bandcamp,SS-038,Agrim Agadez,SS-038digi,,1,0.200000000000000000,,Brighton,Brighton and Hove,GB,album,digital
2020-10-02,bandcamp,SS-045,No. 1,SS-045digi,,1,0.250000000000000000,,Musashino,Tokyo,JP,album,digital
2020-10-02,bandcamp,SS-038,Agrim Agadez,SS-038digi,,1,0.180000000000000000,,Darien,IL,US,album,digital
2020-10-02,bandcamp,SS-064,Sahel Sounds Label Sampler 2,SS-064digi,,1,0.062500000000000000,,Florence,Province of Florence,IT,album,digital
2020-10-02,bandcamp,SS-045,No. 1,SS-045digi,,1,1.000000000000000000,,Florence,Province of Florence,IT,album,digital
2020-10-02,bandcamp,SS-038,Agrim Agadez,SS-038digi,,1,0.200000000000000000,,Florence,Province of Florence,IT,album,digital
2020-10-02,bandcamp,SS-064,Sahel Sounds Label Sampler 2,SS-064digi,,1,0.125000000000000000,,Eugene,OR,US,album,digital
2020-10-02,bandcamp,SS-064,Sahel Sounds Label Sampler 2,SS-064digi,,1,0.062500000000000000,,Adelaide,SA,AU,album,digital
2020-10-02,bandcamp,SS-064,Sahel Sounds Label Sampler 2,SS-064digi,,1,0.062500000000000000,,Wigan,Wigan,GB,album,digital
2020-10-03,bandcamp,SS-064,Sahel Sounds Label Sampler 2,SS-064digi,,1,0.062500000000000000,,Red Bluff,CA,US,album,digital
2020-10-03,bandcamp,SS-064,Sahel Sounds Label Sampler 2,SS-064digi,,1,0.125000000000000000,,Van Nuys,CA,US,album,digital
2020-10-03,bandcamp,SS-064,Sahel Sounds Label Sampler 2,SS-064digi,,1,0.056250000000000000,,Dulwich,Southwark,GB,album,digital
2020-10-03,bandcamp,SS-064,Sahel Sounds Label Sampler 2,SS-064digi,,1,0.056250000000000000,,Westland,MI,US,album,digital
2020-10-03,bandcamp,SS-045,No. 1,SS-045digi,,1,1.000000000000000000,,Austin,TX,US,album,digital
2020-10-03,bandcamp,SS-038,Agrim Agadez,SS-038digi,,1,1.400000000000000000,,Mountain View,CA,US,album,digital
2020-10-03,bandcamp,SS-045,No. 1,SS-045digi,,1,7.150000000000000000,,Durham,NC,US,album,digital
2020-10-03,bandcamp,SS-045,No. 1,SS-045digi,,1,2.000000000000000000,,Van Nuys,CA,US,album,digital
2020-10-03,bandcamp,SS-038,Agrim Agadez,SS-038digi,,1,0.180000000000000000,,Dulwich,Southwark,GB,album,digital
2020-10-03,bandcamp,SS-045,No. 1,SS-045digi,,1,0.900000000000000000,,Dulwich,Southwark,GB,album,digital
2020-10-03,bandcamp,SS-045,No. 1,SS-045digi,,1,1.830000000000000000,,Koka,Shiga,JP,album,digital
2020-10-03,bandcamp,SS-038,Agrim Agadez,SS-038digi,,1,0.200000000000000000,,Red Bluff,CA,US,album,digital
2020-10-03,bandcamp,SS-038,Agrim Agadez,SS-038digi,,1,0.370000000000000000,,Brooklyn,NY,US,album,digital
2020-10-03,bandcamp,SS-045,No. 1,SS-045digi,,1,1.550000000000000000,,Madison,WI,US,album,digital
2020-10-03,bandcamp,SS-064,Sahel Sounds Label Sampler 2,SS-064digi,,1,0.062500000000000000,,Austin,TX,US,album,digital
2020-10-03,bandcamp,SS-038,Agrim Agadez,SS-038digi,,1,0.200000000000000000,,Austin,TX,US,album,digital
2020-10-03,bandcamp,SS-045,No. 1,SS-045digi,,1,2.000000000000000000,,Los Angeles,CA,US,album,digital
2020-10-03,bandcamp,SS-045,No. 1,SS-045lp,,1,14.870000000000000000,,Brooklyn,NY,US,album,physical
2020-10-03,bandcamp,SS-045,No. 1,SS-045cd,,1,11.250000000000000000,,Mountain View,CA,US,album,physical
2020-10-04,bandcamp,SS-045,No. 1,SS-045lp,,1,11.580000000000000000,,Saint Louis,MO,US,album,physical
2020-10-04,bandcamp,SS-064,Sahel Sounds Label Sampler 2,SS-064digi,,1,0.056250000000000000,,Napa,CA,US,album,digital
2020-10-04,bandcamp,SS-045,No. 1,SS-045lp,,1,11.520000000000000000,,Middletown,CT,US,album,physical
2020-10-05,bandcamp,SS-045,No. 1,SS-045lp,,1,17.000000000000000000,,Seattle,WA,US,album,physical
2020-10-05,bandcamp,SS-064,Sahel Sounds Label Sampler 2,SS-064digi,,1,0.259375000000000000,,Glassford,South Lanarkshire,GB,album,digital
